PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,ZngCdPr,ClassPr_S,ClassSc_S,LndAc_S,OthAc_S,GLA,BsmtLivArea,GrLivAreaBucks
905101260,1464,175000,80,RL,70.0,12886,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,2,4,444.0,0,0.0,76.0,520.0,GasA,5,Y,SBrkr,1464,0,0,0.0,1.0,2,0,3,1,3,6,Min2,1,3,Attchd,1997.0,2.0,2.0,480.0,3.0,3.0,Y,302,0,0,0,100,0,0,None,None,0,10,2009,WD ,Normal,RL,RESIDENTIAL,SPLIT OR MULTI-LEVEL,53000.0,159100.0,1464.0,444.0,15
903426180,1962,149500,50,RM,57.0,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,0,0,0.0,0,0.0,888.0,888.0,GasA,5,Y,SBrkr,888,1074,0,0.0,0.0,1,1,4,1,3,9,Typ,1,3,Detchd,1915.0,1.0,2.0,572.0,3.0,3.0,Y,160,0,364,0,0,0,0,GdPrv,None,0,6,2010,WD ,Normal,UCRM,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,47300.0,141700.0,1962.0,0.0,25
916475020,1629,270000,20,RL,85.0,14536,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,4,3,PConc,4,3,2,5,1300.0,0,0.0,316.0,1616.0,GasA,5,Y,SBrkr,1629,0,0,1.0,0.0,2,0,3,1,4,9,Typ,1,4,Attchd,2002.0,3.0,3.0,808.0,3.0,3.0,Y,0,252,0,0,0,0,0,None,None,0,11,2007,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,84700.0,253900.0,1632.0,1300.0,19
905200490,960,145000,80,RL,79.36111111111111,10246,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,4,2,5,648.0,0,0.0,0.0,648.0,GasA,5,Y,SBrkr,960,0,0,1.0,1.0,0,0,0,1,3,3,Typ,0,0,Attchd,1965.0,1.0,1.0,364.0,3.0,3.0,Y,88,0,0,0,0,0,0,None,None,0,5,2006,WD ,Normal,RL,RESIDENTIAL,SPLIT OR MULTI-LEVEL,39700.0,119000.0,960.0,648.0,3
905401045,1363,241500,20,RL,73.0,39104,Pave,None,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,3,1,226.0,5,1063.0,96.0,1385.0,GasA,5,Y,SBrkr,1363,0,0,1.0,0.0,1,0,2,1,3,5,Mod,2,3,Attchd,1954.0,1.0,2.0,439.0,3.0,3.0,Y,81,0,0,0,0,0,0,None,None,0,4,2008,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,84800.0,254600.0,1277.0,1289.0,13
902205090,928,112500,20,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,0,2,308.0,0,0.0,620.0,928.0,GasA,4,Y,FuseA,928,0,0,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1957.0,3.0,1.0,288.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,6,2008,WD ,Normal,UCRM,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,34900.0,104700.0,928.0,308.0,3
910205130,1558,152000,50,RM,75.0,13710,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,3,420.0,0,0.0,490.0,910.0,GasA,3,Y,FuseA,910,648,0,0.0,0.0,1,1,4,1,3,6,Typ,0,0,Attchd,1950.0,1.0,1.0,282.0,3.0,3.0,Y,289,0,0,0,0,0,0,MnPrv,None,0,6,2007,WD ,Normal,UCRM,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,53200.0,159600.0,1558.0,420.0,18
528280130,1792,186500,60,RL,93.0,10261,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,318.0,3,3,PConc,4,3,0,0,0.0,0,0.0,936.0,936.0,GasA,5,Y,SBrkr,962,830,0,1.0,0.0,2,1,3,1,3,8,Typ,1,3,Attchd,2000.0,3.0,2.0,451.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,5,2008,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,64500.0,193400.0,1792.0,0.0,23
534127130,1442,185000,20,RL,87.0,11717,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,3,3,CBlock,3,3,0,0,0.0,0,0.0,1442.0,1442.0,GasA,3,Y,SBrkr,1442,0,0,0.0,0.0,2,0,2,1,3,6,Typ,1,3,Attchd,1970.0,2.0,2.0,615.0,3.0,3.0,Y,371,0,0,0,0,0,0,None,None,0,2,2009,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,58600.0,175700.0,1442.0,0.0,15
526353030,2110,244000,20,RL,93.0,11160,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,3,3,0,4,1065.0,0,0.0,1045.0,2110.0,GasA,5,Y,SBrkr,2110,0,0,1.0,0.0,2,1,3,1,5,8,Typ,2,3,Attchd,1968.0,3.0,2.0,522.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,4,2010,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,72500.0,217500.0,2110.0,1065.0,26
903481100,1344,82375,190,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0.0,2,2,PConc,3,2,0,0,0.0,0,0.0,536.0,536.0,GasA,5,N,FuseF,808,536,0,0.0,0.0,2,0,3,2,3,8,Typ,0,0,None,1978.0,0.0,0.0,0.0,0.0,0.0,N,42,0,204,0,0,0,0,None,None,0,5,2008,WD ,Normal,UCRM,RESIDENTIAL,2 FAMILY CONVERSION - ALL STYLES AND AGES,30600.0,91700.0,1344.0,0.0,12
535402120,1716,171000,60,RL,70.0,9247,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,3,3,CBlock,3,3,0,2,319.0,0,0.0,539.0,858.0,GasA,5,Y,SBrkr,858,858,0,0.0,0.0,1,1,4,1,3,8,Typ,1,4,Attchd,1962.0,3.0,2.0,490.0,3.0,3.0,Y,0,84,0,0,120,0,0,None,None,0,3,2008,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,53700.0,161000.0,1716.0,319.0,21
527302210,1782,220000,20,RL,85.0,14450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1979,1979,Hip,CompShg,Plywood,Plywood,BrkFace,194.0,4,3,CBlock,4,2,0,4,864.0,1,449.0,469.0,1782.0,GasA,3,Y,SBrkr,1782,0,0,0.0,1.0,2,0,3,1,4,6,Typ,1,3,Attchd,1979.0,3.0,2.0,551.0,3.0,3.0,Y,467,0,0,0,0,0,0,None,None,0,3,2008,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,68800.0,206200.0,1782.0,1313.0,23
532378130,912,124000,20,RL,62.15,8020,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,4,644.0,0,0.0,268.0,912.0,GasA,3,N,SBrkr,912,0,0,0.0,0.0,1,0,3,1,3,6,Typ,0,0,None,1978.0,0.0,0.0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,GdWo,None,0,4,2006,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,35200.0,105700.0,912.0,644.0,2
902301130,1232,114000,70,RM,35.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,3,168.0,0,0.0,448.0,616.0,GasA,5,Y,SBrkr,616,616,0,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1920.0,1.0,2.0,480.0,2.0,2.0,Y,280,0,143,0,0,0,0,None,None,0,6,2007,WD ,Normal,RM,RESIDENTIAL,2-STORY 1945 & OLDER,32800.0,98400.0,1232.0,168.0,10
902103100,1378,128900,50,RM,68.0,4080,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0,0,0.0,0,0.0,901.0,901.0,GasA,4,Y,SBrkr,861,517,0,0.0,0.0,1,0,3,1,4,6,Typ,0,0,Detchd,1920.0,1.0,1.0,162.0,2.0,2.0,P,54,0,40,0,0,0,0,None,None,0,6,2009,WD ,Normal,UCRM,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,41500.0,124300.0,1378.0,0.0,13
535454100,1461,133500,50,RL,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,0,0.0,0,0.0,832.0,832.0,GasA,3,Y,FuseF,832,629,0,0.0,0.0,2,0,4,1,3,6,Typ,0,0,Detchd,1949.0,1.0,1.0,384.0,3.0,3.0,Y,0,204,0,0,0,0,0,None,None,0,8,2009,WD ,Normal,RL,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,38500.0,115400.0,1461.0,0.0,15
909250040,2601,189000,70,RL,51.0,9842,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,3,3,BrkTil,3,2,0,0,0.0,0,0.0,612.0,612.0,GasA,5,Y,SBrkr,990,1611,0,0.0,0.0,3,1,4,1,3,8,Typ,0,0,BuiltIn,1998.0,2.0,2.0,621.0,3.0,3.0,Y,183,0,301,0,0,0,0,None,None,0,5,2008,WD ,Normal,RL,RESIDENTIAL,2-STORY 1945 & OLDER,55900.0,167700.0,2601.0,0.0,29
902325070,2138,106000,75,RM,90.0,8100,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,3,3,PConc,3,3,0,0,0.0,0,0.0,849.0,849.0,GasA,3,N,FuseA,1075,1063,0,0.0,0.0,2,0,2,3,3,11,Typ,0,0,Detchd,1910.0,1.0,2.0,360.0,2.0,1.0,N,40,156,0,0,0,0,0,MnPrv,None,0,11,2009,WD ,Normal,RM,RESIDENTIAL,2-1/2 STORY ALL AGES,43600.0,130600.0,2200.0,0.0,27
533125140,2786,372500,60,RL,105.0,11025,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,9,5,1993,1994,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,568.0,4,3,PConc,4,3,3,3,520.0,0,0.0,1328.0,1848.0,GasA,5,Y,SBrkr,1827,959,0,1.0,0.0,2,1,4,1,4,10,Typ,1,5,Attchd,1993.0,3.0,2.0,636.0,3.0,3.0,Y,294,49,0,0,0,0,0,None,None,0,6,2008,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,100100.0,300300.0,2786.0,520.0,29
924100060,1632,173000,60,RL,70.0,10457,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,5,CBlock,3,3,3,3,496.0,1,288.0,0.0,784.0,GasA,5,Y,SBrkr,784,848,0,0.0,0.0,1,1,4,1,3,7,Typ,1,3,Attchd,1969.0,2.0,2.0,898.0,3.0,3.0,Y,0,173,368,0,0,0,0,MnPrv,None,0,4,2009,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,52600.0,157800.0,1631.0,784.0,19
533251120,1232,162500,20,RL,84.0909090909091,11120,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4,3,0,3,660.0,0,0.0,572.0,1232.0,GasA,3,Y,SBrkr,1232,0,0,0.0,0.0,2,0,3,1,3,6,Typ,0,0,Attchd,1984.0,1.0,2.0,516.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,6,2008,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,51500.0,154600.0,1232.0,660.0,10
907414020,1500,190000,20,RL,63.0,8487,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,2,5,20.0,0,0.0,1480.0,1500.0,GasA,5,Y,SBrkr,1500,0,0,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2004.0,2.0,2.0,570.0,3.0,3.0,Y,192,36,0,0,0,0,0,None,None,0,8,2009,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,57400.0,172200.0,1500.0,20.0,16
535451110,864,129000,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,4,398.0,3,149.0,317.0,864.0,GasA,4,Y,SBrkr,864,0,0,1.0,0.0,1,0,3,1,4,5,Typ,0,0,Detchd,1980.0,2.0,2.0,720.0,3.0,3.0,Y,194,0,0,0,0,0,0,None,None,0,7,2007,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,38300.0,115000.0,864.0,547.0,1
535302130,1152,137500,20,RL,102.0,9373,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84.0,3,3,CBlock,3,3,0,2,500.0,1,196.0,456.0,1152.0,GasA,3,Y,SBrkr,1152,0,0,0.0,0.0,1,1,3,1,3,6,Typ,0,0,Detchd,1971.0,1.0,2.0,636.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,5,2008,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,40700.0,121900.0,1152.0,696.0,8
905402110,1350,146000,20,RL,75.0,9375,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0,2,799.0,0,0.0,168.0,967.0,GasA,5,Y,SBrkr,1350,0,0,0.0,0.0,1,1,3,1,3,6,Typ,1,4,Attchd,1954.0,2.0,2.0,504.0,3.0,3.0,Y,237,0,0,0,0,0,0,None,None,0,6,2006,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50100.0,150200.0,1350.0,799.0,12
534175100,1334,164500,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,3,3,CBlock,3,3,0,3,553.0,1,68.0,713.0,1334.0,GasA,4,Y,SBrkr,1334,0,0,1.0,0.0,2,0,3,1,3,7,Typ,0,0,Attchd,1967.0,2.0,2.0,477.0,3.0,3.0,Y,0,20,35,0,264,0,0,None,None,0,4,2006,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,48500.0,145500.0,1334.0,621.0,12
527164060,1593,178000,60,RL,74.29411764705883,9636,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,0,0.0,0,0.0,808.0,808.0,GasA,4,Y,SBrkr,808,785,0,0.0,0.0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1993.0,2.0,2.0,389.0,3.0,3.0,Y,342,40,0,0,0,0,0,MnPrv,None,0,12,2009,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,48900.0,146600.0,1593.0,0.0,18
907270050,2214,268500,60,RL,67.0,10566,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,261.0,4,3,PConc,4,3,2,5,920.0,0,0.0,170.0,1090.0,GasA,5,Y,SBrkr,1090,1124,0,1.0,0.0,2,1,3,1,4,8,Typ,1,3,Attchd,1999.0,3.0,3.0,646.0,3.0,3.0,Y,197,80,0,0,0,0,0,None,None,0,7,2006,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,84100.0,252200.0,2254.0,920.0,27
528178010,2200,382500,20,RL,117.0,15262,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,470.0,4,3,PConc,5,3,3,5,1557.0,0,0.0,643.0,2200.0,GasA,5,Y,SBrkr,2200,0,0,1.0,0.0,2,1,3,1,5,8,Typ,1,4,Attchd,2003.0,3.0,3.0,685.0,3.0,3.0,Y,208,55,0,0,0,0,0,None,None,0,7,2009,WD ,Normal,FS-RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,111600.0,334700.0,2200.0,1557.0,27
907200230,1040,124000,20,RL,60.0,8430,Pave,None,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,3,3,CBlock,4,3,0,2,616.0,0,0.0,424.0,1040.0,GasA,3,Y,SBrkr,1040,0,0,0.0,0.0,2,0,3,1,3,5,Typ,0,0,None,1978.0,0.0,0.0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,None,None,0,8,2009,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50000.0,150100.0,1390.0,616.0,5
527162090,1253,176000,20,RL,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,3,3,PConc,4,4,0,0,0.0,0,0.0,1237.0,1237.0,GasA,4,Y,SBrkr,1253,0,0,0.0,0.0,2,0,3,1,3,6,Typ,1,3,Attchd,1995.0,3.0,2.0,402.0,3.0,3.0,Y,220,21,0,0,0,0,0,None,None,0,6,2007,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,53100.0,159200.0,1253.0,0.0,10
527450460,1030,116000,160,RM,21.0,1890,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380.0,3,3,CBlock,3,3,0,4,282.0,0,0.0,212.0,494.0,GasA,5,Y,SBrkr,494,536,0,0.0,0.0,1,1,3,1,3,6,Typ,0,0,Detchd,1973.0,1.0,1.0,264.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,7,2006,WD ,Normal,F-PRD,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,33800.0,101400.0,1030.0,282.0,5
528106120,1618,252000,20,RL,110.0,16163,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,4,3,PConc,4,3,2,0,0.0,0,0.0,1618.0,1618.0,GasA,5,Y,SBrkr,1618,0,0,0.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2004.0,3.0,3.0,880.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,7,2006,WD ,Normal,FS-RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,94500.0,283500.0,1618.0,0.0,19
528294070,2291,230000,60,RL,66.0,8738,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,4,3,PConc,4,3,0,0,0.0,0,0.0,975.0,975.0,GasA,5,Y,SBrkr,1005,1286,0,0.0,0.0,2,1,4,1,4,8,Typ,1,3,BuiltIn,1999.0,3.0,2.0,429.0,3.0,3.0,Y,192,0,0,0,0,0,0,None,None,0,2,2006,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,71300.0,213900.0,2309.0,0.0,27
535455090,1278,127500,50,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,2,673.0,0,0.0,181.0,854.0,GasA,2,Y,FuseA,854,424,0,0.0,0.0,1,0,4,1,3,6,Typ,0,0,Attchd,1954.0,1.0,1.0,240.0,3.0,3.0,Y,0,0,0,0,0,0,0,MnWw,None,0,4,2008,WD ,Normal,RL,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,36900.0,110800.0,1278.0,673.0,11
535176070,1244,150000,20,RL,90.0,11988,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,2,777.0,0,0.0,467.0,1244.0,GasA,5,Y,FuseA,1244,0,0,0.0,0.0,1,1,3,1,3,6,Typ,2,4,Attchd,1957.0,1.0,1.0,336.0,3.0,3.0,Y,0,40,0,0,0,0,0,None,None,0,5,2007,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,43600.0,130900.0,1244.0,777.0,10
902405070,2495,184000,70,RM,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,0,0.0,0,0.0,1313.0,1313.0,GasW,4,Y,SBrkr,1313,1182,0,0.0,0.0,2,0,5,1,3,10,Typ,1,4,Detchd,1950.0,1.0,2.0,342.0,3.0,2.0,Y,0,299,0,0,0,0,0,None,None,0,12,2008,WD ,Normal,UCRM,RESIDENTIAL,2-STORY 1945 & OLDER,50300.0,150900.0,2495.0,0.0,28
535478090,864,105000,20,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,3,468.0,0,0.0,396.0,864.0,GasA,4,Y,SBrkr,864,0,0,0.0,1.0,1,0,3,1,3,5,Typ,0,0,Attchd,1962.0,1.0,1.0,336.0,3.0,3.0,Y,0,0,0,0,0,0,0,GdWo,None,0,2,2006,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,35200.0,105600.0,864.0,468.0,1
907202130,1268,143500,20,RL,75.74193548387096,9286,Pave,None,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,4,4,2,4,196.0,0,0.0,1072.0,1268.0,GasA,3,Y,SBrkr,1268,0,0,0.0,0.0,1,1,3,1,4,5,Typ,0,0,Detchd,1978.0,1.0,1.0,252.0,3.0,3.0,Y,173,0,0,0,0,0,0,None,None,0,10,2009,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,43100.0,129100.0,1088.0,196.0,10
902100030,764,73000,30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,0,0,0.0,0,0.0,680.0,680.0,GasA,4,N,FuseP,764,0,0,0.0,0.0,1,0,2,1,3,4,Typ,0,0,Detchd,1965.0,1.0,2.0,504.0,3.0,3.0,N,0,0,0,0,0,0,0,None,None,0,6,2008,WD ,Normal,UCRM,RESIDENTIAL,1-STORY 1945 & OLDER,26000.0,78000.0,764.0,0.0,0
